saleDate_sk,CalendarDay,CalendarWeek,CalendarQuarter,CalendarMonth,CalendarYear,FiscalDay,FiscalWeek,FiscalQuarter,FiscalMonth,FiscalYear,Date,source
1661,3,49,4,12,2009,3,61,3,9,2010,12/3/09,PEC
1665,1,27,3,7,2005,1,39,2,4,2006,7/1/05,PEC
1667,3,28,3,7,2005,3,40,2,4,2006,7/3/05,PEC
1671,11,29,3,7,2010,11,41,2,4,2011,7/11/10,PEC
1677,1,40,4,10,2010,1,52,3,7,2011,10/1/10,PEC
1679,7,28,3,7,2005,7,40,2,4,2006,7/7/05,PEC
1681,1,23,2,6,2008,1,35,1,3,2009,6/1/08,PEC
1683,5,10,1,3,2010,5,50,4,12,2010,3/5/10,PEC
1687,3,23,2,6,2008,3,35,1,3,2009,6/3/08,PEC
1695,7,45,4,11,2008,7,57,3,8,2009,11/7/08,PEC
1697,4,23,2,6,2008,4,35,1,3,2009,6/4/08,PEC
1701,7,23,2,6,2008,7,35,1,3,2009,6/7/08,PEC
1705,3,10,1,3,2010,3,50,4,12,2010,3/3/10,PEC
1707,8,24,2,6,2008,8,36,1,3,2009,6/8/08,PEC
1709,2,35,3,9,2006,2,47,2,6,2007,9/2/06,PEC
1715,18,11,1,3,2006,18,51,4,12,2006,3/18/06,PEC
1722,8,11,1,3,2010,8,51,4,12,2010,3/8/10,PEC
1724,9,11,1,3,2010,9,51,4,12,2010,3/9/10,PEC
1726,6,36,3,9,2006,6,48,2,6,2007,9/6/06,PEC
1728,18,30,3,7,2010,18,42,2,4,2011,7/18/10,PEC
1730,20,4,1,1,2009,20,44,4,10,2009,1/20/09,PEC
1738,19,30,3,7,2010,19,42,2,4,2011,7/19/10,PEC
1744,30,26,2,6,2007,30,38,1,3,2008,6/30/07,PEC
1754,28,44,4,10,2005,28,56,3,7,2006,10/28/05,PEC
1797,29,13,1,3,2006,29,25,4,12,2006,3/29/06,PEC
1803,6,40,4,10,2006,6,52,3,7,2007,10/6/06,PEC
1807,4,40,4,10,2006,4,52,3,7,2007,10/4/06,PEC
1815,2,40,4,10,2006,2,52,3,7,2007,10/2/06,PEC
1817,3,40,4,10,2006,3,52,3,7,2007,10/3/06,PEC
1821,18,12,1,3,2009,18,24,4,12,2009,3/18/09,PEC
1827,17,12,1,3,2009,17,24,4,12,2009,3/17/09,PEC
1837,15,12,1,3,2009,15,24,4,12,2009,3/15/09,PEC
1839,12,11,1,3,2009,12,51,4,12,2009,3/12/09,PEC
1841,13,11,1,3,2009,13,51,4,12,2009,3/13/09,PEC
1849,5,23,2,6,2006,5,35,1,3,2007,6/5/06,PEC
1853,30,36,3,8,2009,30,48,2,5,2010,8/30/09,PEC
1858,7,45,4,11,2006,7,57,3,8,2007,11/7/06,PEC
1862,11,28,3,7,2008,11,40,2,4,2009,7/11/08,PEC
1866,21,43,4,10,2007,21,55,3,7,2008,10/21/07,PEC
1868,12,28,3,7,2008,12,40,2,4,2009,7/12/08,PEC
1870,9,45,4,11,2006,9,57,3,8,2007,11/9/06,PEC
1872,4,23,2,6,2010,4,35,1,3,2011,6/4/10,PEC
1876,8,45,4,11,2006,8,57,3,8,2007,11/8/06,PEC
1882,14,29,3,7,2008,14,41,2,4,2009,7/14/08,PEC
1884,15,16,2,4,2009,15,28,1,1,2010,4/15/09,PEC
1886,22,12,1,3,2006,22,24,4,12,2006,3/22/06,PEC
1888,6,32,3,8,2010,6,44,2,5,2011,8/6/10,PEC
1890,3,32,3,8,2005,3,44,2,5,2006,8/3/05,PEC
1892,5,32,3,8,2010,5,44,2,5,2011,8/5/10,PEC
1898,24,12,1,3,2006,24,24,4,12,2006,3/24/06,PEC
1900,17,29,3,7,2008,17,41,2,4,2009,7/17/08,PEC
1904,19,16,2,4,2006,19,28,1,1,2007,4/19/06,PEC
1906,5,32,3,8,2005,5,44,2,5,2006,8/5/05,PEC
1908,27,5,1,1,2008,27,45,4,10,2008,1/27/08,PEC
1910,18,16,2,4,2006,18,28,1,1,2007,4/18/06,PEC
1912,28,39,3,9,2007,28,51,2,6,2008,9/28/07,PEC
1916,29,39,3,9,2007,29,51,2,6,2008,9/29/07,PEC
1918,20,4,1,1,2008,20,44,4,10,2008,1/20/08,PEC
1928,27,39,3,9,2007,27,51,2,6,2008,9/27/07,PEC
1932,20,38,3,9,2007,20,50,2,6,2008,9/20/07,PEC
1936,23,39,3,9,2007,23,51,2,6,2008,9/23/07,PEC
1944,17,8,1,2,2005,17,48,4,11,2005,2/17/05,PEC
1946,14,8,1,2,2005,14,48,4,11,2005,2/14/05,PEC
1959,9,28,3,7,2005,9,40,2,4,2006,7/9/05,PEC
1960,8,28,3,7,2005,8,40,2,4,2006,7/8/05,PEC
1961,21,52,4,12,2009,21,64,3,9,2010,12/21/09,PEC
1962,16,42,4,10,2008,16,54,3,7,2009,10/16/08,PEC
1963,5,28,3,7,2005,5,40,2,4,2006,7/5/05,PEC
1965,4,28,3,7,2005,4,40,2,4,2006,7/4/05,PEC
1967,25,52,4,12,2009,25,64,3,9,2010,12/25/09,PEC
1968,2,27,3,7,2005,2,39,2,4,2006,7/2/05,PEC
1972,26,52,4,12,2009,26,64,3,9,2010,12/26/09,PEC
1974,19,51,4,12,2009,19,63,3,9,2010,12/19/09,PEC
1976,18,51,4,12,2009,18,63,3,9,2010,12/18/09,PEC
1977,30,40,3,9,2005,30,52,2,6,2006,9/30/05,PEC
1979,23,12,1,3,2006,23,24,4,12,2006,3/23/06,PEC
1980,11,50,4,12,2009,11,62,3,9,2010,12/11/09,PEC
1982,10,50,4,12,2009,10,62,3,9,2010,12/10/09,PEC
1984,13,51,4,12,2009,13,63,3,9,2010,12/13/09,PEC
1985,15,51,4,12,2009,15,63,3,9,2010,12/15/09,PEC
1989,17,51,4,12,2009,17,63,3,9,2010,12/17/09,PEC
1991,16,51,4,12,2009,16,63,3,9,2010,12/16/09,PEC
1992,8,28,3,7,2010,8,40,2,4,2011,7/8/10,PEC
1998,31,53,4,12,2005,31,65,3,9,2006,12/31/05,PEC
2003,27,10,1,2,2005,27,50,4,11,2005,2/27/05,PEC
2004,2,27,3,7,2010,2,39,2,4,2011,7/2/10,PEC
2009,5,28,3,7,2010,5,40,2,4,2011,7/5/10,PEC
2012,6,7,1,2,2005,6,47,4,11,2005,2/6/05,PEC
2013,5,6,1,2,2005,5,46,4,11,2005,2/5/05,PEC
2018,3,6,1,2,2005,3,46,4,11,2005,2/3/05,PEC
2019,2,6,1,2,2005,2,46,4,11,2005,2/2/05,PEC
2023,26,31,3,7,2005,26,43,2,4,2006,7/26/05,PEC
2025,8,7,1,2,2005,8,47,4,11,2005,2/8/05,PEC
2027,28,40,3,9,2009,28,52,2,6,2010,9/28/09,PEC
2031,29,40,3,9,2009,29,52,2,6,2010,9/29/09,PEC
2032,22,21,2,5,2007,22,33,1,2,2008,5/22/07,PEC
2034,23,21,2,5,2007,23,33,1,2,2008,5/23/07,PEC
2036,25,21,2,5,2007,25,33,1,2,2008,5/25/07,PEC
2038,26,9,1,2,2008,26,49,4,11,2008,2/26/08,PEC
2040,27,22,2,5,2007,27,34,1,2,2008,5/27/07,PEC
2041,28,22,2,5,2007,28,34,1,2,2008,5/28/07,PEC
2043,22,39,3,9,2009,22,51,2,6,2010,9/22/09,PEC
2044,23,39,3,9,2009,23,51,2,6,2010,9/23/09,PEC
2046,24,39,3,9,2009,24,51,2,6,2010,9/24/09,PEC
2047,25,39,3,9,2009,25,51,2,6,2010,9/25/09,PEC
2049,26,39,3,9,2009,26,51,2,6,2010,9/26/09,PEC
2053,10,15,2,4,2010,10,27,1,1,2011,4/10/10,PEC
2056,17,38,3,9,2006,17,50,2,6,2007,9/17/06,PEC
2057,21,26,2,6,2009,21,38,1,3,2010,6/21/09,PEC
2059,30,45,4,10,2005,30,57,3,7,2006,10/30/05,PEC
2060,31,45,4,10,2005,31,57,3,7,2006,10/31/05,PEC
2061,11,2,1,1,2007,11,42,4,10,2007,1/11/07,PEC
2064,13,2,1,1,2007,13,42,4,10,2007,1/13/07,PEC
2067,14,3,1,1,2007,14,43,4,10,2007,1/14/07,PEC
2068,17,3,1,1,2007,17,43,4,10,2007,1/17/07,PEC
2069,19,3,1,1,2007,19,43,4,10,2007,1/19/07,PEC
2070,3,19,2,5,2005,3,31,1,2,2006,5/3/05,PEC
2072,22,51,4,12,2007,22,63,3,9,2008,12/22/07,PEC
2074,25,47,4,11,2006,25,59,3,8,2007,11/25/06,PEC
2075,19,17,2,4,2010,19,29,1,1,2011,4/19/10,PEC
2079,24,47,4,11,2006,24,59,3,8,2007,11/24/06,PEC
2082,18,43,4,10,2005,18,55,3,7,2006,10/18/05,PEC
2083,19,43,4,10,2005,19,55,3,7,2006,10/19/05,PEC
2084,16,42,4,10,2007,16,54,3,7,2008,10/16/07,PEC
2086,12,16,2,4,2010,12,28,1,1,2011,4/12/10,PEC
2088,14,42,4,10,2005,14,54,3,7,2006,10/14/05,PEC
2089,10,28,3,7,2007,10,40,2,4,2008,7/10/07,PEC
2090,17,16,2,4,2010,17,28,1,1,2011,4/17/10,PEC
2092,16,16,2,4,2010,16,28,1,1,2011,4/16/10,PEC
2093,10,42,4,10,2005,10,54,3,7,2006,10/10/05,PEC
2094,2,27,3,7,2009,2,39,2,4,2010,7/2/09,PEC
2095,12,37,3,9,2006,12,49,2,6,2007,9/12/06,PEC
2096,1,27,3,7,2009,1,39,2,4,2010,7/1/09,PEC
2099,30,35,3,8,2006,30,47,2,5,2007,8/30/06,PEC
2101,31,35,3,8,2006,31,47,2,5,2007,8/31/06,PEC
2106,3,40,4,10,2008,3,52,3,7,2009,10/3/08,PEC
2108,18,17,2,4,2010,18,29,1,1,2011,4/18/10,PEC
2109,21,30,3,7,2010,21,42,2,4,2011,7/21/10,PEC
2111,7,41,4,10,2008,7,53,3,7,2009,10/7/08,PEC
2112,6,41,4,10,2008,6,53,3,7,2009,10/6/08,PEC
2113,5,41,4,10,2008,5,53,3,7,2009,10/5/08,PEC
2115,8,41,4,10,2008,8,53,3,7,2009,10/8/08,PEC
2116,22,4,1,1,2009,22,44,4,10,2009,1/22/09,PEC
2118,5,41,4,10,2005,5,53,3,7,2006,10/5/05,PEC
2119,3,18,2,5,2008,3,30,1,2,2009,5/3/08,PEC
2120,2,18,2,5,2008,2,30,1,2,2009,5/2/08,PEC
2121,1,18,2,5,2008,1,30,1,2,2009,5/1/08,PEC
2123,25,31,3,7,2010,25,43,2,4,2011,7/25/10,PEC
2124,6,19,2,5,2008,6,31,1,2,2009,5/6/08,PEC
2125,5,19,2,5,2008,5,31,1,2,2009,5/5/08,PEC
2129,4,19,2,5,2008,4,31,1,2,2009,5/4/08,PEC
2131,31,44,4,10,2006,31,56,3,7,2007,10/31/06,PEC
2132,8,50,4,12,2009,8,62,3,9,2010,12/8/09,PEC
2134,7,50,4,12,2009,7,62,3,9,2010,12/7/09,PEC
2135,5,49,4,12,2009,5,61,3,9,2010,12/5/09,PEC
2138,1,49,4,12,2009,1,61,3,9,2010,12/1/09,PEC
2141,12,41,4,10,2007,12,53,3,7,2008,10/12/07,PEC
2144,11,41,4,10,2007,11,53,3,7,2008,10/11/07,PEC
2145,18,42,4,10,2007,18,54,3,7,2008,10/18/07,PEC
2146,19,51,4,12,2007,19,63,3,9,2008,12/19/07,PEC
2148,11,50,4,12,2007,11,62,3,9,2008,12/11/07,PEC
2149,10,50,4,12,2007,10,62,3,9,2008,12/10/07,PEC
2152,27,53,4,12,2005,27,65,3,9,2006,12/27/05,PEC
2153,12,50,4,12,2007,12,62,3,9,2008,12/12/07,PEC
2154,15,50,4,12,2007,15,62,3,9,2008,12/15/07,PEC
2155,17,51,4,12,2007,17,63,3,9,2008,12/17/07,PEC
2156,16,51,4,12,2007,16,63,3,9,2008,12/16/07,PEC
2165,22,34,3,8,2009,22,46,2,5,2010,8/22/09,PEC
2166,1,32,3,8,2005,1,44,2,5,2006,8/1/05,PEC
2167,2,32,3,8,2005,2,44,2,5,2006,8/2/05,PEC
2171,29,49,4,11,2005,29,61,3,8,2006,11/29/05,PEC
2172,8,15,2,4,2010,8,27,1,1,2011,4/8/10,PEC
2173,8,33,3,8,2005,8,45,2,5,2006,8/8/05,PEC
2175,9,33,3,8,2005,9,45,2,5,2006,8/9/05,PEC
2180,20,25,2,6,2006,20,37,1,3,2007,6/20/06,PEC
2182,23,25,2,6,2006,23,37,1,3,2007,6/23/06,PEC
2183,22,25,2,6,2006,22,37,1,3,2007,6/22/06,PEC
2184,24,25,2,6,2006,24,37,1,3,2007,6/24/06,PEC
2185,26,26,2,6,2006,26,38,1,3,2007,6/26/06,PEC
2195,4,23,2,6,2007,4,35,1,3,2008,6/4/07,PEC
2196,5,23,2,6,2007,5,35,1,3,2008,6/5/07,PEC
2200,7,23,2,6,2007,7,35,1,3,2008,6/7/07,PEC
2203,16,25,2,6,2008,16,37,1,3,2009,6/16/08,PEC
2205,17,25,2,6,2008,17,37,1,3,2009,6/17/08,PEC
2209,15,25,2,6,2008,15,37,1,3,2009,6/15/08,PEC
2212,30,5,1,1,2008,30,45,4,10,2008,1/30/08,PEC
2214,2,45,4,11,2009,2,57,3,8,2010,11/2/09,PEC
2216,20,12,1,3,2010,20,24,4,12,2010,3/20/10,PEC
2219,29,44,4,10,2007,29,56,3,7,2008,10/29/07,PEC
2221,23,43,4,10,2007,23,55,3,7,2008,10/23/07,PEC
2225,12,15,2,4,2008,12,27,1,1,2009,4/12/08,PEC
2226,20,42,4,10,2007,20,54,3,7,2008,10/20/07,PEC
2227,27,43,4,10,2007,27,55,3,7,2008,10/27/07,PEC
2228,15,16,2,4,2008,15,28,1,1,2009,4/15/08,PEC
2230,25,43,4,10,2007,25,55,3,7,2008,10/25/07,PEC
2236,23,13,1,3,2010,23,25,4,12,2010,3/23/10,PEC
2237,28,22,2,5,2005,28,34,1,2,2006,5/28/05,PEC
2238,29,23,2,5,2005,29,35,1,2,2006,5/29/05,PEC
2243,21,21,2,5,2005,21,33,1,2,2006,5/21/05,PEC
2246,22,22,2,5,2005,22,34,1,2,2006,5/22/05,PEC
2248,25,22,2,5,2005,25,34,1,2,2006,5/25/05,PEC
2249,27,22,2,5,2005,27,34,1,2,2006,5/27/05,PEC
2251,27,14,1,3,2005,27,26,4,12,2005,3/27/05,PEC
2253,9,41,4,10,2006,9,53,3,7,2007,10/9/06,PEC
2254,8,41,4,10,2006,8,53,3,7,2007,10/8/06,PEC
2255,7,40,4,10,2006,7,52,3,7,2007,10/7/06,PEC
2264,1,18,2,5,2006,1,30,1,2,2007,5/1/06,PEC
2265,3,18,2,5,2006,3,30,1,2,2007,5/3/06,PEC
2267,4,18,2,5,2006,4,30,1,2,2007,5/4/06,PEC
2268,6,18,2,5,2006,6,30,1,2,2007,5/6/06,PEC
2269,7,19,2,5,2006,7,31,1,2,2007,5/7/06,PEC
2271,30,18,2,4,2006,30,30,1,1,2007,4/30/06,PEC
2272,25,26,2,6,2006,25,38,1,3,2007,6/25/06,PEC
2273,27,26,2,6,2006,27,38,1,3,2007,6/27/06,PEC
2275,21,25,2,6,2006,21,37,1,3,2007,6/21/06,PEC
2283,14,51,4,12,2009,14,63,3,9,2010,12/14/09,PEC
2287,17,20,2,5,2006,17,32,1,2,2007,5/17/06,PEC
2288,27,9,1,2,2006,27,49,4,11,2006,2/27/06,PEC
2291,23,8,1,2,2006,23,48,4,11,2006,2/23/06,PEC
2293,22,8,1,2,2006,22,48,4,11,2006,2/22/06,PEC
2294,20,8,1,2,2006,20,48,4,11,2006,2/20/06,PEC
2295,30,35,3,8,2007,30,47,2,5,2008,8/30/07,PEC
2296,18,20,2,5,2006,18,32,1,2,2007,5/18/06,PEC
2297,3,9,1,3,2006,3,49,4,12,2006,3/3/06,PEC
2304,18,8,1,2,2008,18,48,4,11,2008,2/18/08,PEC
2306,22,43,4,10,2008,22,55,3,7,2009,10/22/08,PEC
2311,14,7,1,2,2008,14,47,4,11,2008,2/14/08,PEC
2313,9,28,3,7,2008,9,40,2,4,2009,7/9/08,PEC
2315,10,7,1,2,2008,10,47,4,11,2008,2/10/08,PEC
2319,11,7,1,2,2008,11,47,4,11,2008,2/11/08,PEC
2320,30,5,1,1,2010,30,45,4,10,2010,1/30/10,PEC
2321,2,14,2,4,2009,2,26,1,1,2010,4/2/09,PEC
2322,26,44,4,10,2008,26,56,3,7,2009,10/26/08,PEC
2323,24,43,4,10,2008,24,55,3,7,2009,10/24/08,PEC
2325,31,36,3,8,2010,31,48,2,5,2011,8/31/10,PEC
2328,6,41,4,10,2010,6,53,3,7,2011,10/6/10,PEC
2331,1,6,1,2,2010,1,46,4,11,2010,2/1/10,PEC
2334,30,40,3,9,2007,30,52,2,6,2008,9/30/07,PEC
2335,3,31,3,8,2006,3,43,2,5,2007,8/3/06,PEC
2336,2,31,3,8,2006,2,43,2,5,2007,8/2/06,PEC
2339,11,51,4,12,2005,11,63,3,9,2006,12/11/05,PEC
2342,13,51,4,12,2005,13,63,3,9,2006,12/13/05,PEC
2344,14,51,4,12,2005,14,63,3,9,2006,12/14/05,PEC
2345,17,51,4,12,2005,17,63,3,9,2006,12/17/05,PEC
2348,2,18,2,5,2006,2,30,1,2,2007,5/2/06,PEC
2354,5,18,2,5,2006,5,30,1,2,2007,5/5/06,PEC
2358,9,19,2,5,2006,9,31,1,2,2007,5/9/06,PEC
2359,8,19,2,5,2006,8,31,1,2,2007,5/8/06,PEC
2360,31,22,2,5,2008,31,34,1,2,2009,5/31/08,PEC
2362,30,22,2,5,2008,30,34,1,2,2009,5/30/08,PEC
2363,9,15,2,4,2005,9,27,1,1,2006,4/9/05,PEC
2366,19,34,3,8,2010,19,46,2,5,2011,8/19/10,PEC
2367,12,33,3,8,2010,12,45,2,5,2011,8/12/10,PEC
2368,13,33,3,8,2010,13,45,2,5,2011,8/13/10,PEC
2370,10,33,3,8,2010,10,45,2,5,2011,8/10/10,PEC
2372,14,33,3,8,2010,14,45,2,5,2011,8/14/10,PEC
2374,13,15,2,4,2007,13,27,1,1,2008,4/13/07,PEC
2376,12,15,2,4,2007,12,27,1,1,2008,4/12/07,PEC
2382,16,16,2,4,2007,16,28,1,1,2008,4/16/07,PEC
2383,30,14,1,3,2010,30,26,4,12,2010,3/30/10,PEC
2384,31,14,1,3,2010,31,26,4,12,2010,3/31/10,PEC
2387,19,16,2,4,2007,19,28,1,1,2008,4/19/07,PEC
2388,18,16,2,4,2007,18,28,1,1,2008,4/18/07,PEC
2390,30,40,3,9,2008,30,52,2,6,2009,9/30/08,PEC
2394,18,8,1,2,2009,18,48,4,11,2009,2/18/09,PEC
2397,3,41,4,10,2005,3,53,3,7,2006,10/3/05,PEC
2398,19,8,1,2,2009,19,48,4,11,2009,2/19/09,PEC
2399,1,40,4,10,2005,1,52,3,7,2006,10/1/05,PEC
2400,17,8,1,2,2009,17,48,4,11,2009,2/17/09,PEC
2403,7,41,4,10,2005,7,53,3,7,2006,10/7/05,PEC
2404,27,44,4,10,2005,27,56,3,7,2006,10/27/05,PEC
2406,2,40,4,10,2010,2,52,3,7,2011,10/2/10,PEC
2409,4,41,4,10,2005,4,53,3,7,2006,10/4/05,PEC
2410,10,46,4,11,2005,10,58,3,8,2006,11/10/05,PEC
2412,9,11,1,3,2008,9,51,4,12,2008,3/9/08,PEC
2413,13,7,1,2,2009,13,47,4,11,2009,2/13/09,PEC
2416,12,46,4,11,2005,12,58,3,8,2006,11/12/05,PEC
2417,15,47,4,11,2005,15,59,3,8,2006,11/15/05,PEC
2419,8,41,4,10,2005,8,53,3,7,2006,10/8/05,PEC
2420,9,42,4,10,2005,9,54,3,7,2006,10/9/05,PEC
2423,17,47,4,11,2005,17,59,3,8,2006,11/17/05,PEC
2426,16,47,4,11,2005,16,59,3,8,2006,11/16/05,PEC
2429,21,8,1,2,2006,21,48,4,11,2006,2/21/06,PEC
2435,16,25,2,6,2009,16,37,1,3,2010,6/16/09,PEC
2439,1,9,1,3,2008,1,49,4,12,2008,3/1/08,PEC
2442,7,19,2,5,2010,7,31,1,2,2011,5/7/10,PEC
2443,31,22,2,5,2007,31,34,1,2,2008,5/31/07,PEC
2444,8,19,2,5,2007,8,31,1,2,2008,5/8/07,PEC
2448,1,18,2,5,2010,1,30,1,2,2011,5/1/10,PEC
2449,3,18,2,5,2007,3,30,1,2,2008,5/3/07,PEC
2450,2,18,2,5,2007,2,30,1,2,2008,5/2/07,PEC
2451,7,19,2,5,2007,7,31,1,2,2008,5/7/07,PEC
2452,5,18,2,5,2007,5,30,1,2,2008,5/5/07,PEC
2453,4,18,2,5,2007,4,30,1,2,2008,5/4/07,PEC
2454,5,10,1,3,2008,5,50,4,12,2008,3/5/08,PEC
2456,30,18,2,4,2010,30,30,1,1,2011,4/30/10,PEC
2459,3,14,2,4,2007,3,26,1,1,2008,4/3/07,PEC
2462,4,10,1,3,2008,4,50,4,12,2008,3/4/08,PEC
2464,28,30,3,7,2007,28,42,2,4,2008,7/28/07,PEC
2465,20,29,3,7,2007,20,41,2,4,2008,7/20/07,PEC
2466,22,30,3,7,2007,22,42,2,4,2008,7/22/07,PEC
2467,23,30,3,7,2007,23,42,2,4,2008,7/23/07,PEC
2469,24,30,3,7,2007,24,42,2,4,2008,7/24/07,PEC
2472,25,30,3,7,2007,25,42,2,4,2008,7/25/07,PEC
2475,26,30,3,7,2007,26,42,2,4,2008,7/26/07,PEC
2486,5,40,4,10,2006,5,52,3,7,2007,10/5/06,PEC
2487,29,27,2,6,2009,29,39,1,3,2010,6/29/09,PEC
2491,18,47,4,11,2005,18,59,3,8,2006,11/18/05,PEC
2498,25,26,2,6,2009,25,38,1,3,2010,6/25/09,PEC
2500,20,34,3,8,2010,20,46,2,5,2011,8/20/10,PEC
2502,9,24,2,6,2008,9,36,1,3,2009,6/9/08,PEC
2503,6,32,3,8,2009,6,44,2,5,2010,8/6/09,PEC
2504,19,47,4,11,2005,19,59,3,8,2006,11/19/05,PEC
2509,9,15,2,4,2009,9,27,1,1,2010,4/9/09,PEC
2513,8,15,2,4,2009,8,27,1,1,2010,4/8/09,PEC
2516,4,14,2,4,2009,4,26,1,1,2010,4/4/09,PEC
2522,1,14,2,4,2009,1,26,1,1,2010,4/1/09,PEC
2527,15,11,1,3,2007,15,51,4,12,2007,3/15/07,PEC
2535,28,35,3,8,2010,28,47,2,5,2011,8/28/10,PEC
2537,23,34,3,8,2008,23,46,2,5,2009,8/23/08,PEC
2541,29,5,1,1,2005,29,45,4,10,2005,1/29/05,PEC
2547,5,45,4,11,2008,5,57,3,8,2009,11/5/08,PEC
2549,22,8,1,2,2008,22,48,4,11,2008,2/22/08,PEC
2553,1,44,4,11,2008,1,56,3,8,2009,11/1/08,PEC
2555,2,45,4,11,2008,2,57,3,8,2009,11/2/08,PEC
2557,24,31,3,7,2005,24,43,2,4,2006,7/24/05,PEC
2563,21,4,1,1,2007,21,44,4,10,2007,1/21/07,PEC
2567,23,4,1,1,2007,23,44,4,10,2007,1/23/07,PEC
2569,22,4,1,1,2007,22,44,4,10,2007,1/22/07,PEC
2571,8,45,4,11,2008,8,57,3,8,2009,11/8/08,PEC
2577,9,46,4,11,2008,9,58,3,8,2009,11/9/08,PEC
2579,27,4,1,1,2007,27,44,4,10,2007,1/27/07,PEC
2585,26,4,1,1,2007,26,44,4,10,2007,1/26/07,PEC
2587,11,38,3,9,2005,11,50,2,6,2006,9/11/05,PEC
2589,15,3,1,1,2005,15,43,4,10,2005,1/15/05,PEC
2591,12,38,3,9,2005,12,50,2,6,2006,9/12/05,PEC
2595,15,38,3,9,2005,15,50,2,6,2006,9/15/05,PEC
2599,11,3,1,1,2005,11,43,4,10,2005,1/11/05,PEC
2601,17,38,3,9,2005,17,50,2,6,2006,9/17/05,PEC
2605,16,38,3,9,2005,16,50,2,6,2006,9/16/05,PEC
2609,19,39,3,9,2005,19,51,2,6,2006,9/19/05,PEC
2611,18,4,1,1,2005,18,44,4,10,2005,1/18/05,PEC
2619,21,43,4,10,2009,21,55,3,7,2010,10/21/09,PEC
2621,18,51,4,12,2008,18,63,3,9,2009,12/18/08,PEC
2623,20,43,4,10,2009,20,55,3,7,2010,10/20/09,PEC
2627,14,51,4,12,2008,14,63,3,9,2009,12/14/08,PEC
2637,17,51,4,12,2008,17,63,3,9,2009,12/17/08,PEC
2639,23,43,4,10,2009,23,55,3,7,2010,10/23/09,PEC
2643,13,50,4,12,2008,13,62,3,9,2009,12/13/08,PEC
2645,13,50,4,12,2006,13,62,3,9,2007,12/13/06,PEC
2649,12,50,4,12,2006,12,62,3,9,2007,12/12/06,PEC
2651,16,50,4,12,2006,16,62,3,9,2007,12/16/06,PEC
2653,18,51,4,12,2006,18,63,3,9,2007,12/18/06,PEC
2661,24,43,4,10,2009,24,55,3,7,2010,10/24/09,PEC
2665,27,40,3,9,2009,27,52,2,6,2010,9/27/09,PEC
2671,6,23,2,6,2008,6,35,1,3,2009,6/6/08,PEC
2673,6,45,4,11,2006,6,57,3,8,2007,11/6/06,PEC
2677,5,45,4,11,2006,5,57,3,8,2007,11/5/06,PEC
2679,2,44,4,11,2006,2,56,3,8,2007,11/2/06,PEC
2685,17,34,3,8,2010,17,46,2,5,2011,8/17/10,PEC
2693,18,34,3,8,2010,18,46,2,5,2011,8/18/10,PEC
2697,2,10,1,3,2010,2,50,4,12,2010,3/2/10,PEC
2717,29,36,3,8,2010,29,48,2,5,2011,8/29/10,PEC
2723,27,17,2,4,2006,27,29,1,1,2007,4/27/06,PEC
2731,22,35,3,8,2010,22,47,2,5,2011,8/22/10,PEC
2733,20,16,2,4,2006,20,28,1,1,2007,4/20/06,PEC
2737,22,16,2,4,2006,22,28,1,1,2007,4/22/06,PEC
2743,13,42,4,10,2010,13,54,3,7,2011,10/13/10,PEC
2749,26,48,4,11,2009,26,60,3,8,2010,11/26/09,PEC
2757,27,48,4,11,2009,27,60,3,8,2010,11/27/09,PEC
2761,24,48,4,11,2009,24,60,3,8,2010,11/24/09,PEC
2763,28,18,2,4,2009,28,30,1,1,2010,4/28/09,PEC
2765,29,18,2,4,2009,29,30,1,1,2010,4/29/09,PEC
2767,5,45,4,11,2009,5,57,3,8,2010,11/5/09,PEC
2769,4,1,1,1,2007,4,41,4,10,2007,1/4/07,PEC
2771,25,17,2,4,2009,25,29,1,1,2010,4/25/09,PEC
2775,20,17,2,4,2009,20,29,1,1,2010,4/20/09,PEC
2777,21,17,2,4,2009,21,29,1,1,2010,4/21/09,PEC
2781,22,17,2,4,2009,22,29,1,1,2010,4/22/09,PEC
2783,23,17,2,4,2009,23,29,1,1,2010,4/23/09,PEC
2785,6,46,4,11,2005,6,58,3,8,2006,11/6/05,PEC
2793,11,15,2,4,2008,11,27,1,1,2009,4/11/08,PEC
2795,16,16,2,4,2008,16,28,1,1,2009,4/16/08,PEC
2797,17,16,2,4,2008,17,28,1,1,2009,4/17/08,PEC
2801,14,16,2,4,2008,14,28,1,1,2009,4/14/08,PEC
2803,19,16,2,4,2008,19,28,1,1,2009,4/19/08,PEC
2811,3,1,1,1,2006,3,41,4,10,2006,1/3/06,PEC
2825,9,45,4,11,2007,9,57,3,8,2008,11/9/07,PEC
2829,29,13,1,3,2008,29,25,4,12,2008,3/29/08,PEC
2837,25,13,1,3,2008,25,25,4,12,2008,3/25/08,PEC
2839,26,13,1,3,2008,26,25,4,12,2008,3/26/08,PEC
2841,21,12,1,3,2008,21,24,4,12,2008,3/21/08,PEC
2853,20,47,4,11,2007,20,59,3,8,2008,11/20/07,PEC
2855,9,41,4,10,2010,9,53,3,7,2011,10/9/10,PEC
2859,26,48,4,11,2007,26,60,3,8,2008,11/26/07,PEC
2863,24,47,4,11,2007,24,59,3,8,2008,11/24/07,PEC
2867,28,48,4,11,2007,28,60,3,8,2008,11/28/07,PEC
